time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010449350000	18.1922	17.805	4.84124	2.32021	0.583568	radar	1.22135	18.2749	17.4877	18.2814	17.8617	-3.042	3.71372
1477010449400000	18.0723	17.9937	4.81797	2.33058	0.565079	lidar	1.27878	18.2094	18.0461	18.1268	18.0453	-3.14318	3.62906
1477010449450000	17.8982	18.1605	4.81682	2.36314	0.570786	radar	0.175154	18.3021	17.498	17.9671	18.2246	-3.24204	3.5418
1477010449500000	17.7718	18.2985	4.73748	2.3831	0.563303	lidar	1.41196	17.9018	18.2183	17.8026	18.3994	-3.3385	3.45199
1477010449550000	17.6157	18.4747	4.73823	2.39872	0.547213	radar	1.69887	18.8558	18.1364	17.6334	18.5697	-3.43247	3.35973
1477010449600000	17.4243	18.6505	4.7745	2.42616	0.546834	lidar	0.266419	17.3845	18.7039	17.4595	18.7353	-3.5239	3.26509
1477010449650000	17.2405	18.8023	4.77362	2.45449	0.547748	radar	0.110444	17.7945	18.0801	17.281	18.8962	-3.61271	3.16817
1477010449700000	17.0862	18.9338	4.72037	2.47699	0.543524	lidar	0.625066	17.1762	18.8863	17.0983	19.0521	-3.69883	3.06904
1477010449750000	16.912	19.0906	4.72	2.49401	0.530449	radar	1.04197	16.9398	19.7311	16.9113	19.203	-3.78221	2.9678
1477010449800000	16.6856	19.1876	4.71403	2.54257	0.552455	lidar	1.81642	16.5734	19.052	16.7201	19.3488	-3.86278	2.86455
1477010449850000	16.4981	19.3279	4.71403	2.56385	0.544947	radar	0.840546	16.1674	20.2201	16.5251	19.4894	-3.9405	2.75938
1477010449900000	16.2809	19.4951	4.77731	2.58376	0.536896	lidar	1.02173	16.2338	19.6171	16.3262	19.6246	-4.01531	2.65237
1477010449950000	16.064	19.6028	4.77765	2.61988	0.547562	radar	2.11251	16.4366	18.2742	16.1237	19.7545	-4.08716	2.54364
1477010450000000	15.8714	19.7561	4.79404	2.63186	0.532045	lidar	0.929512	15.9243	19.8703	15.9176	19.8789	-4.15602	2.43329
1477010450050000	15.6699	19.8804	4.78793	2.64814	0.516052	radar	0.730227	16.2328	19.2166	15.7082	19.9978	-4.22185	2.32141
1477010450100000	15.4497	20.0397	4.8421	2.66023	0.501785	lidar	1.25012	15.4332	20.1836	15.4956	20.111	-4.28461	2.2081
1477010450150000	15.2428	20.1619	4.84043	2.67738	0.491824	radar	0.878351	14.3677	21.3406	15.2799	20.2185	-4.34427	2.09347
1477010450200000	15.0682	20.3089	4.82058	2.67913	0.469323	lidar	2.03157	15.2016	20.4385	15.0613	20.3203	-4.4008	1.97763
1477010450250000	14.8437	20.4026	4.82256	2.70932	0.477615	radar	0.645635	14.7476	19.9571	14.84	20.4162	-4.4542	1.86068
1477010450300000	14.6334	20.5279	4.83138	2.72222	0.46661	lidar	0.451021	14.6665	20.6088	14.6161	20.5063	-4.50443	1.74272
1477010450350000	14.4062	20.6152	4.83535	2.75239	0.47681	radar	0.241239	13.841	21.0031	14.3897	20.5904	-4.55149	1.62386
1477010450400000	14.1501	20.6772	4.85742	2.79139	0.491678	lidar	0.985913	14.0521	20.5924	14.1611	20.6686	-4.59537	1.50421
1477010450450000	13.917	20.7512	4.86142	2.82142	0.499952	radar	0.159203	13.8232	20.859	13.9304	20.7408	-4.63606	1.38386
1477010450500000	13.632	20.8019	4.91928	2.86351	0.516381	lidar	1.91271	13.4686	20.7253	13.6977	20.807	-4.67357	1.26294
1477010450550000	13.3847	20.8493	4.92938	2.90196	0.534768	radar	0.709632	13.8263	20.4261	13.4632	20.8671	-4.70789	1.14153
1477010450600000	13.1363	20.8858	4.92979	2.93672	0.542752	lidar	0.236889	13.1072	20.8294	13.2271	20.9211	-4.73904	1.01975
1477010450650000	12.8978	20.9383	4.92917	2.96175	0.541178	radar	0.499742	13.2669	21.1579	12.9895	20.969	-4.76702	0.897694
1477010450700000	12.7083	20.9966	4.86176	2.97564	0.528933	lidar	1.81704	12.8729	21.0592	12.7506	21.0108	-4.79186	0.775469
1477010450750000	12.4662	21.0304	4.86626	3.00516	0.533935	radar	0.178005	11.5171	21.6724	12.5106	21.0465	-4.81358	0.653175
1477010450800000	12.2194	21.0734	4.88026	3.02751	0.529387	lidar	0.0919562	12.2062	21.11	12.2695	21.0761	-4.83219	0.530912
1477010450850000	11.9756	21.0947	4.88514	3.05753	0.535582	radar	0.301443	12.3859	21.1066	12.0276	21.0996	-4.84773	0.408778
1477010450900000	11.7239	21.0491	4.87343	3.10901	0.560474	lidar	2.11469	11.6814	20.8651	11.785	21.117	-4.86022	0.286869
1477010450950000	11.4764	21.0447	4.87864	-3.14144	0.566314	radar	0.34088	11.5265	20.6748	11.5418	21.1283	-4.86971	0.165281
1477010451000000	11.2647	21.0458	4.83203	-3.11679	0.563354	lidar	0.597042	11.363	21.0688	11.2982	21.1335	-4.87623	0.0441057
1477010451050000	11.0165	21.0202	4.84183	-3.08064	0.572802	radar	1.38761	10.5558	20.5567	11.0544	21.1327	-4.87982	-0.076565
1477010451100000	10.8058	20.9801	4.79136	-3.04443	0.581224	lidar	0.609051	10.8903	20.927	10.8105	21.1259	-4.88053	-0.196643
1477010451150000	10.5708	20.9623	4.77874	-3.02224	0.570391	radar	0.561473	9.30535	21.3896	10.5666	21.1131	-4.8784	-0.31604
1477010451200000	10.2909	21.0059	4.85296	-3.0233	0.539369	lidar	3.17084	10.189	21.209	10.3229	21.0943	-4.87349	-0.434674
1477010451250000	10.0524	20.9791	4.8506	-2.99836	0.537333	radar	0.219287	9.97958	21.2932	10.0795	21.0697	-4.86585	-0.552463
1477010451300000	9.85831	20.9464	4.78201	-2.97296	0.53692	lidar	1.18127	9.99634	20.9797	9.83658	21.0391	-4.85554	-0.669327
1477010451350000	9.62799	20.9196	4.76244	-2.95665	0.521538	radar	0.629393	9.38223	21.111	9.59422	21.0028	-4.84262	-0.785189
1477010451400000	9.43137	20.8696	4.70702	-2.9281	0.524834	lidar	0.693336	9.53921	20.8762	9.35258	20.9607	-4.82714	-0.899977
1477010451450000	9.20447	20.8233	4.70283	-2.90445	0.522146	radar	0.339256	9.63392	20.9724	9.11177	20.9128	-4.80919	-1.01362
1477010451500000	8.90516	20.7879	4.8086	-2.8912	0.507735	lidar	2.54059	8.70331	20.8221	8.87192	20.8594	-4.78881	-1.12605
1477010451550000	8.67282	20.7218	4.80987	-2.86431	0.509287	radar	0.214591	9.84634	20.009	8.63315	20.8003	-4.76608	-1.2372
1477010451600000	8.39118	20.6167	4.89347	-2.828	0.519101	lidar	2.64429	8.22277	20.4839	8.39557	20.7358	-4.74108	-1.34701
1477010451650000	8.15984	20.5389	4.89278	-2.80232	0.51873	radar	0.00218682	8.29647	20.4978	8.1593	20.6657	-4.71387	-1.45542
1477010451700000	7.91901	20.4549	4.90969	-2.77755	0.517328	lidar	0.0662391	7.88599	20.45	7.92445	20.5903	-4.68453	-1.56237
1477010451750000	7.69263	20.3683	4.91181	-2.75146	0.519365	radar	0.897944	8.29081	20.6565	7.69111	20.5096	-4.65313	-1.66781
1477010451800000	7.38729	20.3128	5.01557	-2.75021	0.493032	lidar	3.05886	7.18029	20.392	7.45939	20.4237	-4.61975	-1.7717
1477010451850000	7.15672	20.2162	5.01157	-2.7272	0.490235	radar	0.0798241	7.09214	20.1196	7.22939	20.3326	-4.58448	-1.87399
1477010451900000	6.89594	20.1355	5.05042	-2.71563	0.476674	lidar	0.56984	6.81542	20.1859	7.00119	20.2364	-4.54738	-1.97462
1477010451950000	6.66849	20.0376	5.0402	-2.69632	0.470624	radar	0.18661	6.89359	20.1536	6.7749	20.1352	-4.50854	-2.07357
1477010452000000	6.42486	19.9508	5.05479	-2.68437	0.458764	lidar	0.32827	6.38914	20.0137	6.55059	20.0292	-4.46805	-2.17079
1477010452050000	6.20145	19.8484	5.04496	-2.66588	0.453851	radar	0.84644	6.67637	20.2142	6.32834	19.9183	-4.42598	-2.26625
1477010452100000	5.94292	19.7604	5.08076	-2.65972	0.436736	lidar	0.739218	5.86119	19.8306	6.10823	19.8027	-4.38241	-2.35993
1477010452150000	5.71861	19.6262	5.09808	-2.63063	0.446684	radar	0.426385	5.28178	19.5036	5.89034	19.6824	-4.33744	-2.45178
1477010452200000	5.54781	19.5108	5.02204	-2.60408	0.451767	lidar	1.44672	5.69089	19.5755	5.67472	19.5577	-4.29114	-2.5418
1477010452250000	5.33372	19.3724	5.03005	-2.57799	0.456248	radar	0.206569	5.9506	18.9859	5.46145	19.4284	-4.24359	-2.62995
1477010452300000	5.12796	19.2847	4.99364	-2.57143	0.440164	lidar	1.49307	5.17021	19.4397	5.25059	19.2948	-4.19488	-2.71622
1477010452350000	4.92067	19.1624	4.97566	-2.55582	0.431847	radar	0.718523	5.87397	19.301	5.04219	19.157	-4.1451	-2.80059
1477010452400000	4.76584	19.0059	4.91831	-2.51847	0.448498	lidar	1.02871	4.89149	18.982	4.8363	19.015	-4.09432	-2.88305
1477010452450000	4.56775	18.8553	4.9291	-2.49294	0.453359	radar	0.157958	3.98679	19.0452	4.63297	18.8689	-4.04263	-2.96359
1477010452500000	4.39504	18.7323	4.88075	-2.4751	0.448986	lidar	0.896612	4.4685	18.834	4.43224	18.7188	-3.99012	-3.0422
1477010452550000	4.20526	18.586	4.86782	-2.4563	0.443487	radar	0.159654	4.69245	18.4634	4.23416	18.5648	-3.93685	-3.11888
1477010452600000	4.08596	18.4331	4.77947	-2.41986	0.459124	lidar	2.0246	4.26269	18.481	4.03876	18.4071	-3.88293	-3.19362
