time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010445850000	14.8599	3.27881	5.23517	0.442806	0.181475	radar	0.160184	14.6754	3.96041	14.7989	3.25679	4.29021	2.61157
1477010445900000	14.8599	3.27881	5.23517	0.442806	0.181475	lidar	5.08888e-322	15.0261	3.5067	15.0122	3.38932	4.23744	2.68703
1477010445950000	15.2781	3.65293	5.2106	0.49687	0.204022	radar	0.458239	15.3685	4.14761	15.2228	3.52563	4.18263	2.76249
1477010446000000	15.2781	3.65293	5.2106	0.49687	0.204022	lidar	5.08888e-322	15.5236	3.82936	15.4306	3.66572	4.12575	2.83789
1477010446050000	15.7062	3.87048	5.18003	0.517222	0.207276	radar	0.1465	15.7234	3.4105	15.6355	3.80957	4.06678	2.91315
1477010446100000	15.7062	3.87048	5.18003	0.517222	0.207276	lidar	5.08888e-322	15.9774	4.00094	15.8375	3.95719	4.00571	2.98817
1477010446150000	16.0985	4.24251	5.13884	0.571821	0.232119	radar	0.743743	16.3376	4.21632	16.0363	4.10854	3.94251	3.0629
1477010446200000	16.0985	4.24251	5.13884	0.571821	0.232119	lidar	5.08888e-322	16.3313	4.44499	16.2319	4.26363	3.87716	3.13723
1477010446250000	16.5261	4.53136	5.14162	0.5969	0.23389	radar	0.122527	16.7586	4.48231	16.4242	4.42242	3.80966	3.21109
1477010446300000	16.5261	4.53136	5.14162	0.5969	0.23389	lidar	5.08888e-322	16.6039	4.67344	16.613	4.5849	3.74	3.28438
1477010446350000	16.8159	5.06517	5.07035	0.69352	0.286872	radar	1.9691	16.9236	5.10119	16.7983	4.75103	3.66817	3.35704
1477010446400000	16.8159	5.06517	5.07035	0.69352	0.286872	lidar	5.08888e-322	16.9955	5.21099	16.9799	4.92077	3.59416	3.42897
1477010446450000	17.1551	5.40704	5.0338	0.741291	0.305562	radar	0.361197	17.3421	4.64623	17.1579	5.09409	3.51797	3.50008
1477010446500000	17.1551	5.40704	5.0338	0.741291	0.305562	lidar	5.08888e-322	17.2894	5.43542	17.3319	5.27094	3.4396	3.57028
1477010446550000	17.4638	5.75894	4.98855	0.795151	0.328958	radar	0.590689	17.6463	4.74597	17.5019	5.45128	3.35907	3.63949
1477010446600000	17.4638	5.75894	4.98855	0.795151	0.328958	lidar	5.08888e-322	17.7853	5.62476	17.6679	5.63506	3.27637	3.70762
1477010446650000	17.7279	6.25081	4.97195	0.871498	0.361649	radar	0.562302	17.9216	6.07151	17.8297	5.82221	3.19151	3.77458
1477010446700000	17.7279	6.25081	4.97195	0.871498	0.361649	lidar	5.08888e-322	18.1263	6.16985	17.9872	6.01269	3.10453	3.84027
1477010446750000	18.0219	6.67398	4.97711	0.916823	0.367634	radar	0.056579	18.1245	6.79027	18.1402	6.20641	3.01542	3.90462
1477010446800000	18.0219	6.67398	4.97711	0.916823	0.367634	lidar	5.08888e-322	18.2164	6.66138	18.2888	6.40332	2.92421	3.96753
1477010446850000	18.2764	7.12674	4.97388	0.973129	0.382852	radar	0.123003	18.4022	7.02231	18.4328	6.60333	2.83093	4.0289
1477010446900000	18.2764	7.12674	4.97388	0.973129	0.382852	lidar	5.08888e-322	18.5422	6.76013	18.572	6.80638	2.7356	4.08867
1477010446950000	18.5868	7.4756	4.97429	0.99284	0.370527	radar	0.0862861	18.8089	7.24388	18.7064	7.01237	2.63825	4.14672
1477010447000000	18.5868	7.4756	4.97429	0.99284	0.370527	lidar	5.08888e-322	19.1441	7.18344	18.8359	7.22122	2.53893	4.20299
1477010447050000	18.7363	7.95749	4.94359	1.07151	0.405105	radar	1.15847	18.5479	7.4012	18.9604	7.43283	2.43767	4.25737
1477010447100000	18.7363	7.95749	4.94359	1.07151	0.405105	lidar	5.08888e-322	19.0138	7.8688	19.0798	7.64712	2.3345	4.3098
1477010447150000	18.9932	8.32255	4.93221	1.10008	0.399907	radar	0.0492639	19.3089	7.67375	19.1939	7.86397	2.22949	4.36017
1477010447200000	18.9932	8.32255	4.93221	1.10008	0.399907	lidar	5.08888e-322	19.132	8.12845	19.3028	8.08329	2.12266	4.40842
1477010447250000	19.194	8.70233	4.91163	1.1346	0.39656	radar	0.612681	19.0239	8.17194	19.4062	8.30497	2.01409	4.45445
1477010447300000	19.194	8.70233	4.91163	1.1346	0.39656	lidar	5.08888e-322	19.347	8.30741	19.5042	8.5289	1.90381	4.49819
1477010447350000	19.3722	9.12733	4.89632	1.18551	0.410666	radar	0.186471	19.6843	8.35902	19.5966	8.75494	1.7919	4.53956
1477010447400000	19.3722	9.12733	4.89632	1.18551	0.410666	lidar	5.08888e-322	20.0039	8.8906	19.6835	8.983	1.67841	4.57848
1477010447450000	19.5048	9.61404	4.89575	1.24472	0.427228	radar	0.150091	19.6061	9.48659	19.7645	9.21294	1.56341	4.61488
1477010447500000	19.5048	9.61404	4.89575	1.24472	0.427228	lidar	5.08888e-322	20.1574	9.45949	19.8398	9.44463	1.44697	4.64869
1477010447550000	19.5789	10.1157	4.8927	1.31628	0.45327	radar	0.401378	19.6163	9.76606	19.9093	9.67795	1.32916	4.67984
1477010447600000	19.5789	10.1157	4.8927	1.31628	0.45327	lidar	5.08888e-322	20.1573	9.90876	19.9728	9.91275	1.21005	4.70826
1477010447650000	19.6944	10.6137	4.90105	1.34831	0.435801	radar	0.243921	19.1911	11.5493	20.0303	10.1489	1.08972	4.73389
1477010447700000	19.6944	10.6137	4.90105	1.34831	0.435801	lidar	5.08888e-322	20.166	10.4687	20.0818	10.3863	0.968259	4.75666
1477010447750000	19.7228	11.1133	4.89849	1.41695	0.458622	radar	0.40269	19.6775	10.803	20.1271	10.6247	0.845742	4.77652
1477010447800000	19.7228	11.1133	4.89849	1.41695	0.458622	lidar	5.08888e-322	20.371	11.0109	20.1663	10.864	0.722256	4.7934
1477010447850000	19.7821	11.6261	4.90711	1.45636	0.448745	radar	0.100359	19.4335	12.3402	20.1993	11.1041	0.597892	4.80727
1477010447900000	19.7821	11.6261	4.90711	1.45636	0.448745	lidar	5.08888e-322	20.3164	11.3483	20.2261	11.3449	0.472738	4.81807
1477010447950000	19.6558	12.2023	4.92376	1.56164	0.502038	radar	1.84402	19.2063	12.2418	20.2466	11.5861	0.346889	4.82575
1477010448000000	19.6558	12.2023	4.92376	1.56164	0.502038	lidar	5.08888e-322	20.6141	11.9422	20.2608	11.8275	0.220439	4.83027
1477010448050000	19.7548	12.5698	4.87636	1.56852	0.464017	radar	0.855641	19.966	11.9688	20.2687	12.0692	0.093487	4.83159
1477010448100000	19.7548	12.5698	4.87636	1.56852	0.464017	lidar	5.08888e-322	20.3263	12.4966	20.2701	12.3108	-0.0338694	4.82968
1477010448150000	19.6838	13.0578	4.88014	1.64626	0.49865	radar	0.700248	20.0192	12.4823	20.2652	12.5522	-0.161529	4.82451
1477010448200000	19.6838	13.0578	4.88014	1.64626	0.49865	lidar	5.08888e-322	20.498	12.8924	20.254	12.7933	-0.28939	4.81605
1477010448250000	19.722	13.4625	4.86291	1.68513	0.499121	radar	0.596386	20.9151	12.2555	20.2363	13.0339	-0.417348	4.80428
1477010448300000	19.722	13.4625	4.86291	1.68513	0.499121	lidar	5.08888e-322	20.1943	13.1688	20.2122	13.2738	-0.545298	4.78918
1477010448350000	19.6647	13.9131	4.85345	1.73203	0.497176	radar	0.0434184	19.858	13.5236	20.1818	13.5129	-0.673135	4.77072
1477010448400000	19.6647	13.9131	4.85345	1.73203	0.497176	lidar	5.08888e-322	20.3245	13.8896	20.1449	13.7509	-0.800753	4.74892
1477010448450000	19.5991	14.3423	4.84535	1.78773	0.510635	radar	0.241737	20.3387	13.5307	20.1017	13.9878	-0.928043	4.72374
1477010448500000	19.5991	14.3423	4.84535	1.78773	0.510635	lidar	5.08888e-322	20.1216	14.337	20.0521	14.2233	-1.0549	4.69521
1477010448550000	19.479	14.7886	4.83979	1.84193	0.514872	radar	0.0531628	19.6717	14.4038	19.9962	14.4573	-1.18121	4.66331
1477010448600000	19.479	14.7886	4.83979	1.84193	0.514872	lidar	5.08888e-322	19.781	14.773	19.934	14.6897	-1.30687	4.62805
1477010448650000	19.3888	15.1744	4.81304	1.88437	0.509604	radar	0.192694	20.1149	14.0165	19.8655	14.9202	-1.43177	4.58944
1477010448700000	19.3888	15.1744	4.81304	1.88437	0.509604	lidar	5.08888e-322	20.0208	15.2053	19.7908	15.1486	-1.55581	4.54751
1477010448750000	19.1939	15.6124	4.83765	1.97996	0.572025	radar	3.36709	20.0157	15.3443	19.7099	15.3749	-1.67887	4.50226
1477010448800000	19.1939	15.6124	4.83765	1.97996	0.572025	lidar	5.08888e-322	19.9131	15.554	19.6229	15.5989	-1.80085	4.45372
1477010448850000	19.0561	15.9881	4.81578	2.02858	0.56949	radar	0.133433	19.9388	15.0864	19.5298	15.8203	-1.92164	4.40193
1477010448900000	19.0561	15.9881	4.81578	2.02858	0.56949	lidar	5.08888e-322	19.4748	16.0098	19.4307	16.039	-2.04114	4.3469
1477010448950000	18.8751	16.3829	4.79347	2.07027	0.552929	radar	0.197873	19.1556	16.0022	19.3257	16.2549	-2.15925	4.28868
1477010449000000	18.8751	16.3829	4.79347	2.07027	0.552929	lidar	5.08888e-322	19.238	16.2719	19.2148	16.4679	-2.27586	4.22731
1477010449050000	18.682	16.7599	4.78485	2.12474	0.55912	radar	0.243298	19.4007	16.2962	19.0981	16.6777	-2.39087	4.16284
1477010449100000	18.682	16.7599	4.78485	2.12474	0.55912	lidar	5.08888e-322	19.0029	16.8387	18.9757	16.8841	-2.50418	4.0953
1477010449150000	18.4228	17.1647	4.81623	2.2055	0.600522	radar	2.88285	18.8373	17.7112	18.8477	17.0872	-2.61571	4.02476
1477010449200000	18.4228	17.1647	4.81623	2.2055	0.600522	lidar	5.08888e-322	18.6148	17.3832	18.7142	17.2866	-2.72534	3.95127
1477010449250000	18.246	17.5099	4.76034	2.22421	0.554061	radar	1.35522	18.8177	17.0316	18.5752	17.4822	-2.83299	3.87489
1477010449300000	18.246	17.5099	4.76034	2.22421	0.554061	lidar	5.08888e-322	18.1023	17.5529	18.4309	17.674	-2.93858	3.79568
1477010449350000	17.9825	17.8663	4.74241	2.26393	0.534192	radar	0.306067	18.2749	17.4877	18.2814	17.8617	-3.042	3.71372
1477010449400000	17.9825	17.8663	4.74241	2.26393	0.534192	lidar	5.08888e-322	18.2094	18.0461	18.1268	18.0453	-3.14318	3.62906
1477010449450000	17.6804	18.1665	4.73472	2.33243	0.557016	radar	0.363904	18.3021	17.498	17.9671	18.2246	-3.24204	3.5418
1477010449500000	17.6804	18.1665	4.73472	2.33243	0.557016	lidar	5.08888e-322	17.9018	18.2183	17.8026	18.3994	-3.3385	3.45199
1477010449550000	17.4945	18.4721	4.70448	2.3642	0.542526	radar	1.92859	18.8558	18.1364	17.6334	18.5697	-3.43247	3.35973
1477010449600000	17.4945	18.4721	4.70448	2.3642	0.542526	lidar	5.08888e-322	17.3845	18.7039	17.4595	18.7353	-3.5239	3.26509
1477010449650000	17.1711	18.7447	4.69358	2.42602	0.554613	radar	0.144731	17.7945	18.0801	17.281	18.8962	-3.61271	3.16817
1477010449700000	17.1711	18.7447	4.69358	2.42602	0.554613	lidar	5.08888e-322	17.1762	18.8863	17.0983	19.0521	-3.69883	3.06904
1477010449750000	16.8667	19.0732	4.69067	2.46588	0.542185	radar	1.04494	16.9398	19.7311	16.9113	19.203	-3.78221	2.9678
1477010449800000	16.8667	19.0732	4.69067	2.46588	0.542185	lidar	5.08888e-322	16.5734	19.052	16.7201	19.3488	-3.86278	2.86455
1477010449850000	16.4995	19.3883	4.70548	2.52022	0.547412	radar	0.688828	16.1674	20.2201	16.5251	19.4894	-3.9405	2.75938
1477010449900000	16.4995	19.3883	4.70548	2.52022	0.547412	lidar	5.08888e-322	16.2338	19.6171	16.3262	19.6246	-4.01531	2.65237
1477010449950000	16.0623	19.5608	4.69847	2.60153	0.573516	radar	2.39893	16.4366	18.2742	16.1237	19.7545	-4.08716	2.54364
1477010450000000	16.0623	19.5608	4.69847	2.60153	0.573516	lidar	5.08888e-322	15.9243	19.8703	15.9176	19.8789	-4.15602	2.43329
1477010450050000	15.709	19.7743	4.65969	2.63934	0.547558	radar	0.59198	16.2328	19.2166	15.7082	19.9978	-4.22185	2.32141
1477010450100000	15.709	19.7743	4.65969	2.63934	0.547558	lidar	5.08888e-322	15.4332	20.1836	15.4956	20.111	-4.28461	2.2081
1477010450150000	15.2855	20.0714	4.67623	2.6785	0.530743	radar	1.0389	14.3677	21.3406	15.2799	20.2185	-4.34427	2.09347
1477010450200000	15.2855	20.0714	4.67623	2.6785	0.530743	lidar	5.08888e-322	15.2016	20.4385	15.0613	20.3203	-4.4008	1.97763
1477010450250000	14.8378	20.2455	4.67597	2.73831	0.534932	radar	0.350558	14.7476	19.9571	14.84	20.4162	-4.4542	1.86068
1477010450300000	14.8378	20.2455	4.67597	2.73831	0.534932	lidar	5.08888e-322	14.6665	20.6088	14.6161	20.5063	-4.50443	1.74272
1477010450350000	14.3737	20.446	4.69443	2.79426	0.538734	radar	0.121189	13.841	21.0031	14.3897	20.5904	-4.55149	1.62386
1477010450400000	14.3737	20.446	4.69443	2.79426	0.538734	lidar	5.08888e-322	14.0521	20.5924	14.1611	20.6686	-4.59537	1.50421
1477010450450000	13.9221	20.6027	4.7045	2.8516	0.545122	radar	0.1101	13.8232	20.859	13.9304	20.7408	-4.63606	1.38386
1477010450500000	13.9221	20.6027	4.7045	2.8516	0.545122	lidar	5.08888e-322	13.4686	20.7253	13.6977	20.807	-4.67357	1.26294
1477010450550000	13.4684	20.6785	4.71737	2.927	0.573658	radar	0.561386	13.8263	20.4261	13.4632	20.8671	-4.70789	1.14153
1477010450600000	13.4684	20.6785	4.71737	2.927	0.573658	lidar	5.08888e-322	13.1072	20.8294	13.2271	20.9211	-4.73904	1.01975
1477010450650000	13.0331	20.796	4.71747	2.97736	0.570769	radar	0.606964	13.2669	21.1579	12.9895	20.969	-4.76702	0.897694
1477010450700000	13.0331	20.796	4.71747	2.97736	0.570769	lidar	5.08888e-322	12.8729	21.0592	12.7506	21.0108	-4.79186	0.775469
1477010450750000	12.505	20.9092	4.74881	3.03528	0.572322	radar	0.191492	11.5171	21.6724	12.5106	21.0465	-4.81358	0.653175
1477010450800000	12.505	20.9092	4.74881	3.03528	0.572322	lidar	5.08888e-322	12.2062	21.11	12.2695	21.0761	-4.83219	0.530912
1477010450850000	12.0526	20.957	4.75153	3.09234	0.57667	radar	0.307527	12.3859	21.1066	12.0276	21.0996	-4.84773	0.408778
1477010450900000	12.0526	20.957	4.75153	3.09234	0.57667	lidar	5.08888e-322	11.6814	20.8651	11.785	21.117	-4.86022	0.286869
1477010450950000	11.5658	20.934	4.75714	-3.12316	0.585956	radar	0.300685	11.5265	20.6748	11.5418	21.1283	-4.86971	0.165281
1477010451000000	11.5658	20.934	4.75714	-3.12316	0.585956	lidar	5.08888e-322	11.363	21.0688	11.2982	21.1335	-4.87623	0.0441057
1477010451050000	11.0452	20.8691	4.77261	-3.05066	0.59598	radar	1.04642	10.5558	20.5567	11.0544	21.1327	-4.87982	-0.076565
1477010451100000	11.0452	20.8691	4.77261	-3.05066	0.59598	lidar	5.08888e-322	10.8903	20.927	10.8105	21.1259	-4.88053	-0.196643
1477010451150000	10.5175	20.8691	4.76642	-3.00773	0.571568	radar	0.589646	9.30535	21.3896	10.5666	21.1131	-4.8784	-0.31604
1477010451200000	10.5175	20.8691	4.76642	-3.00773	0.571568	lidar	5.08888e-322	10.189	21.209	10.3229	21.0943	-4.87349	-0.434674
1477010451250000	10.0456	20.8439	4.76481	-2.96217	0.561552	radar	0.491683	9.97958	21.2932	10.0795	21.0697	-4.86585	-0.552463
1477010451300000	10.0456	20.8439	4.76481	-2.96217	0.561552	lidar	5.08888e-322	9.99634	20.9797	9.83658	21.0391	-4.85554	-0.669327
1477010451350000	9.57759	20.814	4.73481	-2.93373	0.527795	radar	0.92248	9.38223	21.111	9.59422	21.0028	-4.84262	-0.785189
1477010451400000	9.57759	20.814	4.73481	-2.93373	0.527795	lidar	5.08888e-322	9.53921	20.8762	9.35258	20.9607	-4.82714	-0.899977
1477010451450000	9.14521	20.7419	4.72337	-2.89073	0.521011	radar	0.561822	9.63392	20.9724	9.11177	20.9128	-4.80919	-1.01362
1477010451500000	9.14521	20.7419	4.72337	-2.89073	0.521011	lidar	5.08888e-322	8.70331	20.8221	8.87192	20.8594	-4.78881	-1.12605
1477010451550000	8.77362	20.5708	4.69062	-2.83468	0.524211	radar	0.133718	9.84634	20.009	8.63315	20.8003	-4.76608	-1.2372
1477010451600000	8.77362	20.5708	4.69062	-2.83468	0.524211	lidar	5.08888e-322	8.22277	20.4839	8.39557	20.7358	-4.74108	-1.34701
1477010451650000	8.32748	20.42	4.69711	-2.7798	0.527895	radar	0.0196385	8.29647	20.4978	8.1593	20.6657	-4.71387	-1.45542
1477010451700000	8.32748	20.42	4.69711	-2.7798	0.527895	lidar	5.08888e-322	7.88599	20.45	7.92445	20.5903	-4.68453	-1.56237
1477010451750000	7.91433	20.2688	4.70669	-2.72513	0.537124	radar	0.987729	8.29081	20.6565	7.69111	20.5096	-4.65313	-1.66781
1477010451800000	7.91433	20.2688	4.70669	-2.72513	0.537124	lidar	5.08888e-322	7.18029	20.392	7.45939	20.4237	-4.61975	-1.7717
1477010451850000	7.46199	20.0754	4.71202	-2.67347	0.533413	radar	0.0698473	7.09214	20.1196	7.22939	20.3326	-4.58448	-1.87399
1477010451900000	7.46199	20.0754	4.71202	-2.67347	0.533413	lidar	5.08888e-322	6.81542	20.1859	7.00119	20.2364	-4.54738	-1.97462
1477010451950000	7.03514	19.8907	4.70341	-2.63067	0.523161	radar	0.177429	6.89359	20.1536	6.7749	20.1352	-4.50854	-2.07357
1477010452000000	7.03514	19.8907	4.70341	-2.63067	0.523161	lidar	5.08888e-322	6.38914	20.0137	6.55059	20.0292	-4.46805	-2.17079
1477010452050000	6.62443	19.712	4.696	-2.59155	0.513958	radar	0.80906	6.67637	20.2142	6.32834	19.9183	-4.42598	-2.26625
1477010452100000	6.62443	19.712	4.696	-2.59155	0.513958	lidar	5.08888e-322	5.86119	19.8306	6.10823	19.8027	-4.38241	-2.35993
1477010452150000	6.16087	19.4437	4.74518	-2.52954	0.526004	radar	0.382833	5.28178	19.5036	5.89034	19.6824	-4.33744	-2.45178
1477010452200000	6.16087	19.4437	4.74518	-2.52954	0.526004	lidar	5.08888e-322	5.69089	19.5755	5.67472	19.5577	-4.29114	-2.5418
1477010452250000	5.79911	19.1457	4.74005	-2.47281	0.528356	radar	0.070885	5.9506	18.9859	5.46145	19.4284	-4.24359	-2.62995
1477010452300000	5.79911	19.1457	4.74005	-2.47281	0.528356	lidar	5.08888e-322	5.17021	19.4397	5.25059	19.2948	-4.19488	-2.71622
1477010452350000	5.46789	18.9142	4.67957	-2.44239	0.505935	radar	1.18909	5.87397	19.301	5.04219	19.157	-4.1451	-2.80059
1477010452400000	5.46789	18.9142	4.67957	-2.44239	0.505935	lidar	5.08888e-322	4.89149	18.982	4.8363	19.015	-4.09432	-2.88305
